state_ut,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfieting,arson,hurt_grevious_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes
Chhattisgarh,JASHPUR,2013,60,9,NaN,88,FALSE,88,68,41,27,NaN,NaN,9,57,81,19,62,11,NaN,21,NaN,8,73,3,52,NaN,25,0,119,577,1273
Chhattisgarh,KABIRDHAM,2013,21,8,NaN,30,FALSE,30,33,29,4,NaN,NaN,4,65,66,24,42,10,NaN,18,NaN,3,589,3,72,NaN,11,0,66,376,1383
Chhattisgarh,KANKER,2013,39,38,NaN,51,FALSE,51,48,39,9,NaN,NaN,2,38,38,15,23,15,NaN,17,NaN,11,18,2,27,NaN,29,0,85,669,1132
Chhattisgarh,KONDAGAON,2013,27,13,NaN,19,FALSE,19,29,25,4,NaN,NaN,2,11,17,11,6,11,NaN,6,NaN,6,122,0,NaN,NaN,6,0,86,248,619
Chhattisgarh,KORBA,2013,48,10,NaN,57,FALSE,57,78,63,15,NaN,NaN,10,119,195,89,106,32,NaN,38,NaN,10,648,4,71,NaN,66,0,126,689,2214
Chhattisgarh,KORIYA,2013,30,14,NaN,63,FALSE,63,68,64,4,NaN,NaN,9,130,89,22,67,16,NaN,24,NaN,3,620,3,88,NaN,55,0,61,361,1641
Chhattisgarh,MAHASAMUND,2013,19,13,NaN,49,FALSE,49,116,102,14,NaN,NaN,12,163,196,71,125,33,NaN,36,NaN,11,95,8,104,NaN,NaN,0,150,1323,2396
Chhattisgarh,MUNGELI,2013,27,7,NaN,23,FALSE,23,61,61,0,NaN,NaN,6,86,77,9,68,36,NaN,8,NaN,11,60,4,44,NaN,23,0,53,688,1219
Chhattisgarh,NARAYANPUR,2013,6,27,NaN,10,FALSE,10,5,3,2,NaN,NaN,3,14,7,1,6,NaN,NaN,3,NaN,1,47,0,3,NaN,2,0,9,51,189
Chhattisgarh,RAIGARH,2013,87,49,NaN,90,FALSE,90,163,163,0,NaN,NaN,39,213,390,217,173,69,NaN,57,NaN,18,701,5,126,NaN,53,0,NaN,1026,3350
Chhattisgarh,RAIPUR,2013,67,82,NaN,139,FALSE,139,428,327,101,NaN,NaN,54,588,1396,791,605,70,NaN,231,NaN,57,2327,11,263,NaN,173,0,400,2542,8907
Chhattisgarh,RAJNANDGAON,2013,32,30,NaN,46,FALSE,46,81,72,9,NaN,NaN,6,158,173,78,95,24,NaN,55,NaN,12,62,7,74,NaN,32,0,175,1868,2866
Chhattisgarh,SARGUJA,2013,37,17,NaN,71,FALSE,71,19,19,0,NaN,NaN,16,88,106,58,48,22,NaN,33,NaN,12,61,0,118,NaN,35,0,117,1000,NaN
Chhattisgarh,SUKMA,2013,30,26,NaN,8,FALSE,8,5,3,2,NaN,NaN,1,7,13,8,5,1,NaN,3,NaN,4,4,1,2,NaN,4,0,16,83,213
Chhattisgarh,SURAJPUR,2013,37,11,NaN,59,FALSE,59,56,49,7,NaN,NaN,11,71,97,24,73,24,NaN,27,NaN,15,542,3,84,NaN,67,0,114,420,1646
Chhattisgarh,ZZ TOTAL,2013,945,647,NaN,1380,FALSE,1380,2235,1881,354,NaN,NaN,351,3527,5189,2407,2782,786,NaN,975,NaN,328,10546,109,2261,NaN,NaN,1,3204,22772,56870
Goa,NORTH GOA,2013,27,31,NaN,48,FALSE,48,50,31,19,NaN,NaN,17,219,699,219,480,72,NaN,103,NaN,23,232,0,103,NaN,17,0,114,721,2595
Goa,SOUTH GOA,2013,9,17,NaN,NaN,FALSE,38,58,39,19,NaN,NaN,20,166,439,135,NaN,55,NaN,96,NaN,16,117,0,59,NaN,23,0,91,454,1717
Goa,ZZ TOTAL,2013,36,48,NaN,86,FALSE,86,108,70,38,NaN,NaN,37,385,1138,354,784,127,NaN,199,NaN,39,349,0,162,NaN,40,0,205,1175,4312
Gujarat,AHMEDABAD COMMR.,2013,96,68,NaN,116,FALSE,116,458,353,105,NaN,NaN,582,674,3449,2091,1358,151,NaN,255,NaN,24,1342,20,NaN,NaN,1756,0,268,11541,21258
Gujarat,AHMEDABAD RURAL,2013,38,51,NaN,17,FALSE,17,67,62,5,NaN,NaN,NaN,94,219,84,135,70,NaN,23,NaN,8,244,0,33,NaN,167,0,327,2595,4050
Gujarat,AHWA-DANG,2013,6,1,NaN,4,FALSE,4,6,5,1,NaN,NaN,0,9,10,2,8,3,NaN,5,NaN,0,19,0,7,NaN,20,0,27,128,248
Gujarat,AMRELI,2013,30,9,NaN,11,FALSE,11,64,60,4,NaN,NaN,11,78,95,52,43,30,NaN,5,NaN,12,256,0,16,NaN,157,0,112,1305,2229
Gujarat,ANAND,2013,27,17,NaN,12,FALSE,12,76,70,6,NaN,NaN,14,98,241,155,86,35,NaN,31,NaN,14,258,1,20,NaN,162,0,236,1530,2816
Gujarat,BHARUCH,2013,38,9,NaN,23,FALSE,23,44,41,3,NaN,NaN,17,170,403,197,206,38,NaN,4,NaN,4,260,0,30,NaN,NaN,0,334,1245,2756
Gujarat,BHAVNAGAR,2013,52,31,NaN,17,FALSE,17,109,100,9,NaN,NaN,40,157,388,198,190,75,NaN,49,NaN,32,551,1,50,NaN,220,0,4,2590,4410
Gujarat,CID CRIME,2013,0,0,NaN,0,FALSE,0,1,1,0,NaN,NaN,0,0,0,0,0,0,NaN,1,NaN,0,0,0,0,NaN,0,0,NaN,4,8
Gujarat,DAHOD,2013,31,8,NaN,14,FALSE,14,81,75,6,NaN,NaN,53,183,239,156,83,44,NaN,6,NaN,9,221,0,15,NaN,1,0,198,403,1544
Gujarat,GANDHINAGAR,2013,21,9,NaN,22,FALSE,22,71,61,10,NaN,NaN,24,110,381,189,192,34,NaN,50,NaN,2,181,0,31,NaN,200,0,195,5574,6933
Gujarat,HIMATNAGAR,2013,43,6,NaN,14,FALSE,14,76,74,2,NaN,NaN,11,118,252,105,147,45,NaN,37,NaN,8,148,0,33,NaN,304,0,294,8828,10261
Gujarat,JAMNAGAR,2013,42,37,NaN,27,FALSE,27,64,46,18,NaN,NaN,24,146,404,180,224,NaN,NaN,16,NaN,10,785,1,26,NaN,480,0,3,2045,NaN
Gujarat,JUNAGADH,2013,36,19,NaN,29,FALSE,29,84,76,8,NaN,NaN,22,151,245,111,134,131,NaN,37,NaN,15,445,1,52,NaN,461,0,232,2074,4099
Gujarat,KHEDA NORTH,2013,30,30,NaN,14,FALSE,14,72,64,8,NaN,NaN,3,64,155,89,66,36,NaN,27,NaN,5,263,0,21,NaN,148,0,281,3657,4838
Gujarat,KUTCH (EAST(G)),2013,31,16,NaN,25,FALSE,25,51,41,10,NaN,NaN,20,212,323,159,164,41,NaN,31,NaN,9,303,0,34,NaN,249,0,9,1427,2810
Gujarat,KUTCH (WEST-BHUJ),2013,20,20,NaN,28,FALSE,28,35,26,9,NaN,NaN,14,114,252,81,171,60,NaN,5,NaN,11,201,0,29,NaN,200,0,1,1097,2121
Gujarat,MEHSANA,2013,23,18,NaN,11,FALSE,11,139,124,15,NaN,NaN,55,176,551,246,305,83,NaN,51,NaN,8,407,0,37,NaN,NaN,0,181,5375,7496
Gujarat,NARMADA,2013,14,2,NaN,7,FALSE,7,24,21,3,NaN,NaN,1,26,50,31,19,12,NaN,5,NaN,3,89,0,15,NaN,10,0,77,383,727
Gujarat,NAVSARI,2013,14,11,NaN,9,FALSE,9,39,31,8,NaN,NaN,8,108,272,165,107,17,NaN,18,NaN,1,103,0,13,NaN,88,0,0,967,1737
Gujarat,PALANPUR,2013,38,46,NaN,62,FALSE,62,104,94,10,NaN,NaN,63,222,474,240,234,76,NaN,74,NaN,18,549,0,NaN,NaN,377,0,NaN,2948,5480
Gujarat,PANCHMAHAL,2013,59,15,NaN,16,FALSE,16,96,96,0,NaN,NaN,8,132,257,171,86,48,NaN,26,NaN,23,318,0,46,NaN,217,0,316,1944,3563
Gujarat,PATAN,2013,14,9,NaN,19,FALSE,19,74,74,0,NaN,NaN,33,92,283,133,150,63,NaN,24,NaN,11,340,0,47,NaN,174,0,133,2306,3677
Gujarat,PORBANDAR,2013,12,6,NaN,6,FALSE,6,16,14,2,NaN,NaN,5,24,65,26,39,21,NaN,10,NaN,5,86,0,6,NaN,79,0,41,441,838
Gujarat,RAJKOT COMMR.,2013,36,26,NaN,14,FALSE,14,63,47,16,NaN,NaN,41,252,853,633,220,69,NaN,24,NaN,21,386,1,18,NaN,254,0,119,1284,3572
Gujarat,RAJKOT RURAL,2013,43,9,NaN,30,FALSE,30,83,74,9,NaN,NaN,31,163,388,224,164,76,NaN,6,NaN,10,342,1,41,NaN,404,0,359,2595,4683
Gujarat,SURAT COMMR.,2013,99,30,NaN,76,FALSE,76,309,195,114,NaN,NaN,56,364,1570,941,629,59,NaN,187,NaN,6,386,2,91,NaN,491,0,213,20310,24307
Gujarat,SURAT RURAL,2013,46,8,NaN,NaN,FALSE,19,36,27,9,NaN,NaN,23,142,449,215,NaN,33,NaN,40,NaN,3,147,1,15,NaN,114,0,368,1754,3242
Gujarat,SURENDRANAGAR,2013,32,30,NaN,18,FALSE,18,71,66,5,NaN,NaN,18,122,303,124,179,76,NaN,11,NaN,7,382,0,51,NaN,NaN,0,224,1286,2822
Gujarat,TAPI,2013,17,2,NaN,8,FALSE,8,17,17,0,NaN,NaN,2,34,88,37,51,7,NaN,14,NaN,5,52,0,13,NaN,NaN,0,129,406,822
Gujarat,VADODARA COMMR.,2013,20,34,NaN,19,FALSE,19,82,68,14,NaN,NaN,151,422,1221,849,372,93,NaN,194,NaN,8,367,0,107,NaN,417,0,175,9433,12786
Gujarat,VADODARA RURAL,2013,70,13,NaN,25,FALSE,25,72,71,1,NaN,NaN,17,88,305,217,88,58,NaN,26,NaN,9,227,0,29,NaN,110,0,433,1909,NaN
Gujarat,VALSAD,2013,24,10,NaN,19,FALSE,19,73,49,24,NaN,NaN,33,224,450,252,198,36,NaN,24,NaN,3,206,0,33,NaN,28,0,294,1170,2713
Gujarat,W.RLY AHMEDABAD,2013,11,2,NaN,0,FALSE,0,7,5,2,NaN,NaN,7,7,264,30,234,NaN,NaN,6,NaN,0,30,0,2,NaN,5,0,0,37,381
Gujarat,W.RLY VADODARA,2013,5,1,NaN,1,FALSE,1,2,2,0,NaN,NaN,7,4,414,15,399,3,NaN,2,NaN,0,23,0,NaN,NaN,0,0,2,47,522
Gujarat,ZZ TOTAL,2013,1118,603,NaN,732,FALSE,732,2666,2230,436,NaN,NaN,1429,4980,15313,8398,6915,1715,NaN,1324,NaN,304,9917,29,1243,NaN,7812,0,5864,100638,157435
Haryana,AMBALA RURAL,2013,17,5,NaN,17,FALSE,17,67,58,9,NaN,NaN,10,92,195,89,106,0,NaN,47,NaN,4,67,3,32,NaN,79,0,NaN,339,1110
Haryana,AMBALA URBAN,2013,17,15,NaN,24,FALSE,24,159,92,67,NaN,NaN,13,394,438,267,171,3,NaN,79,NaN,6,91,1,48,NaN,170,0,122,583,2255
Haryana,BHIWANI,2013,62,49,NaN,52,FALSE,52,169,118,51,NaN,NaN,36,411,741,483,258,174,NaN,167,NaN,24,253,20,97,NaN,144,0,183,1233,3877
Haryana,FARIDABAD,2013,60,59,NaN,65,FALSE,65,155,115,40,NaN,NaN,34,392,1763,1495,268,183,NaN,53,NaN,4,135,22,90,NaN,255,0,221,1529,5264
Haryana,FATEHABAD,2013,25,20,NaN,30,FALSE,30,47,41,6,NaN,NaN,9,176,258,169,89,21,NaN,83,NaN,4,134,2,46,NaN,NaN,0,97,788,1974
Haryana,GRP,2013,19,1,NaN,2,FALSE,2,9,7,2,NaN,NaN,20,1,415,99,316,11,NaN,5,NaN,0,18,3,18,NaN,0,0,16,551,1150
Haryana,GURGAON,2013,87,72,NaN,82,FALSE,82,263,184,79,NaN,NaN,137,667,4330,3323,1007,159,NaN,257,NaN,10,125,18,97,NaN,290,0,445,2495,9729
Haryana,HISSAR,2013,55,62,NaN,61,FALSE,61,114,97,17,NaN,NaN,63,468,1182,782,400,107,NaN,178,NaN,25,221,17,118,NaN,319,0,208,2164,5432
Haryana,I&P HARYANA,2013,0,0,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,NaN,0,0,0,649,649
Haryana,JHAJJAR,2013,43,36,NaN,17,FALSE,17,50,38,12,NaN,NaN,28,162,452,254,198,29,NaN,65,NaN,6,111,22,44,NaN,109,0,225,591,2028
Haryana,JIND,2013,58,30,NaN,38,FALSE,38,100,73,27,NaN,NaN,33,308,726,490,236,167,NaN,35,NaN,12,174,9,69,NaN,121,0,169,769,2923
Haryana,KAITHAL,2013,31,14,NaN,26,FALSE,26,106,72,34,NaN,NaN,16,181,325,236,89,0,NaN,21,NaN,2,167,4,39,NaN,146,0,133,527,1805
Haryana,KARNAL,2013,56,33,NaN,72,FALSE,72,362,218,144,NaN,NaN,54,459,975,681,294,37,NaN,224,NaN,15,214,12,181,NaN,213,0,254,1099,4302
Haryana,KURUKSHETRA,2013,20,23,NaN,25,FALSE,25,56,56,0,NaN,NaN,25,288,641,467,174,0,NaN,104,NaN,5,129,8,70,NaN,NaN,0,195,867,NaN
Haryana,MAHENDRAGARH,2013,45,13,NaN,28,FALSE,28,69,53,16,NaN,NaN,21,182,360,181,179,91,NaN,20,NaN,10,107,9,81,NaN,84,0,116,641,1960
Haryana,MEWAT,2013,32,58,NaN,68,FALSE,68,44,33,11,NaN,NaN,18,59,536,392,144,171,NaN,97,NaN,5,67,10,NaN,NaN,198,0,154,812,2427
Haryana,PALWAL,2013,40,54,NaN,51,FALSE,51,66,49,17,NaN,NaN,28,128,695,503,192,165,NaN,28,NaN,1,148,12,77,NaN,192,0,184,806,2747
Haryana,PANCHKULA,2013,12,2,NaN,15,FALSE,15,163,102,61,NaN,NaN,21,212,464,328,136,13,NaN,136,NaN,2,44,4,41,NaN,80,0,90,457,1790
Haryana,PANIPAT,2013,59,25,NaN,52,FALSE,52,144,114,30,NaN,NaN,31,232,890,738,152,32,NaN,119,NaN,7,144,14,60,NaN,118,0,NaN,1064,3299
Haryana,REWARI,2013,35,37,NaN,43,FALSE,43,67,48,19,NaN,NaN,52,226,727,542,NaN,NaN,NaN,25,NaN,12,112,13,62,NaN,117,0,204,795,2703
Haryana,ROHTAK,2013,63,47,NaN,51,FALSE,51,80,57,23,NaN,NaN,39,325,830,649,181,90,NaN,67,NaN,7,151,17,55,NaN,NaN,0,213,875,3103
Haryana,SIRSA,2013,34,28,NaN,NaN,FALSE,64,140,113,27,NaN,NaN,15,228,524,342,182,46,NaN,35,NaN,9,239,5,58,NaN,187,2,119,1061,2825
Haryana,SONIPAT,2013,81,61,NaN,50,FALSE,50,69,57,12,NaN,NaN,49,327,754,516,238,3,NaN,96,NaN,17,179,27,71,NaN,167,0,358,1177,3570
Haryana,YAMUNANAGAR,2013,31,37,NaN,38,FALSE,38,273,162,111,NaN,NaN,11,203,399,337,62,0,NaN,89,NaN,2,141,11,60,NaN,171,0,148,895,2541
Haryana,ZZ TOTAL,2013,982,781,NaN,971,FALSE,971,2772,1957,815,NaN,NaN,763,6121,18620,13363,5257,1560,NaN,2030,NaN,189,3171,263,1560,NaN,3617,2,4242,22767,72098
Himachal Pradesh,BADDIPOLICEDIST,2013,10,4,NaN,6,FALSE,6,24,23,1,NaN,NaN,0,30,42,24,18,31,NaN,19,NaN,1,174,0,17,NaN,20,0,60,149,611
Himachal Pradesh,BILASPUR,2013,4,12,NaN,13,FALSE,13,51,43,8,NaN,NaN,0,69,49,14,35,29,NaN,32,NaN,10,60,0,32,NaN,32,0,27,674,1131
Himachal Pradesh,CHAMBA,2013,5,3,NaN,19,FALSE,19,14,13,1,NaN,NaN,0,66,46,12,34,38,NaN,14,NaN,6,59,0,31,NaN,7,0,44,333,694
Himachal Pradesh,CID,2013,0,0,NaN,1,FALSE,1,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,NaN,0,0,0,9,10
Himachal Pradesh,G.R.P.,2013,0,0,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,5,0,5,0,NaN,0,NaN,0,0,0,1,NaN,NaN,0,0,12,NaN
Himachal Pradesh,HAMIRPUR,2013,6,2,NaN,12,FALSE,12,16,11,5,NaN,NaN,0,66,45,23,22,16,NaN,41,NaN,3,163,0,NaN,NaN,23,0,41,379,873
Himachal Pradesh,KANGRA,2013,28,15,NaN,33,FALSE,33,61,53,8,NaN,NaN,6,139,112,37,75,73,NaN,72,NaN,21,152,0,100,NaN,53,0,8,1964,2884
Himachal Pradesh,KINNAUR,2013,0,0,NaN,6,FALSE,6,4,2,2,NaN,NaN,1,26,11,2,9,9,NaN,0,NaN,0,8,0,8,NaN,4,0,18,74,173
Himachal Pradesh,KULLU,2013,7,7,NaN,29,FALSE,29,29,26,3,NaN,NaN,0,73,51,16,35,32,NaN,43,NaN,38,46,0,44,NaN,30,0,55,512,1009
Himachal Pradesh,LAHAUL-SPITI,2013,1,0,NaN,1,FALSE,1,0,0,0,NaN,NaN,0,0,3,0,3,0,NaN,0,NaN,0,0,0,0,NaN,0,0,NaN,70,87
Himachal Pradesh,MANDI,2013,9,6,NaN,31,FALSE,31,48,36,12,NaN,NaN,0,119,89,13,76,51,NaN,57,NaN,20,105,0,73,NaN,34,0,58,1107,1831
Himachal Pradesh,SHIMLA,2013,11,13,NaN,32,FALSE,32,49,40,9,NaN,NaN,1,161,157,48,109,93,NaN,41,NaN,28,48,0,63,NaN,29,0,111,769,1652
Himachal Pradesh,SIRMAUR,2013,7,2,NaN,25,FALSE,25,17,11,6,NaN,NaN,1,34,58,29,29,40,NaN,38,NaN,3,41,0,40,NaN,23,0,62,410,814
Himachal Pradesh,SOLAN,2013,5,0,NaN,17,FALSE,17,16,14,2,NaN,NaN,3,97,79,38,41,26,NaN,29,NaN,3,238,0,19,NaN,16,0,52,270,885
Himachal Pradesh,UNA,2013,11,6,NaN,25,FALSE,25,23,18,5,NaN,NaN,2,52,71,25,46,49,NaN,86,NaN,5,63,0,34,NaN,57,0,52,526,1076
Himachal Pradesh,ZZ TOTAL,2013,104,70,NaN,250,FALSE,250,352,290,62,NaN,NaN,14,932,818,281,NaN,NaN,NaN,472,NaN,138,1157,0,493,NaN,328,0,599,7258,13750
Jammu & Kashmir,ANANTNAG,2013,8,14,NaN,NaN,FALSE,19,93,88,5,NaN,NaN,4,88,71,15,56,162,NaN,26,NaN,16,3,0,129,NaN,NaN,0,29,726,1426
Jammu & Kashmir,AWANTIPORA,2013,4,8,NaN,5,FALSE,5,14,14,0,NaN,NaN,3,18,12,1,11,23,NaN,8,NaN,1,0,0,18,NaN,1,0,21,190,332
Jammu & Kashmir,BANDIPORA,2013,4,8,NaN,8,FALSE,8,51,50,1,NaN,NaN,0,30,33,1,32,109,NaN,13,NaN,4,0,0,47,NaN,5,0,0,321,NaN
Jammu & Kashmir,BARAMULLA,2013,8,17,NaN,19,FALSE,19,95,92,3,NaN,NaN,12,75,97,20,77,219,NaN,23,NaN,15,8,0,135,NaN,13,0,0,696,1457
Jammu & Kashmir,BUDGAM,2013,4,31,NaN,11,FALSE,11,63,61,2,NaN,NaN,2,85,110,13,97,198,NaN,18,NaN,20,0,0,26,NaN,2,0,19,606,1218
Jammu & Kashmir,CRIME JAMMU,2013,0,0,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,18,NaN,0,0,0,NaN,NaN,0,0,0,1,19
Jammu & Kashmir,CRIME SRINAGAR,2013,0,0,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,27,NaN,0,0,0,0,NaN,0,0,0,0,30
Jammu & Kashmir,DODA,2013,4,20,NaN,29,FALSE,29,37,36,1,NaN,NaN,1,46,49,1,48,25,NaN,19,NaN,9,11,0,41,NaN,41,0,2,524,874
Jammu & Kashmir,GANDERBAL,2013,1,12,NaN,5,FALSE,5,29,28,1,NaN,NaN,1,35,42,4,38,94,NaN,11,NaN,3,1,0,64,NaN,5,0,14,226,553
Jammu & Kashmir,HANDWARA,2013,2,12,NaN,10,FALSE,10,30,28,2,NaN,NaN,0,14,55,0,55,45,NaN,7,NaN,2,4,0,77,NaN,5,0,2,241,513
Jammu & Kashmir,JAMMU,2013,11,91,NaN,50,FALSE,50,96,96,0,NaN,NaN,2,312,398,219,179,89,NaN,130,NaN,26,11,5,72,NaN,NaN,0,111,2947,4547
Jammu & Kashmir,KARGIL,2013,1,0,NaN,0,FALSE,0,1,1,0,NaN,NaN,0,4,4,0,4,14,NaN,1,NaN,0,0,0,1,NaN,0,0,12,68,108
Jammu & Kashmir,KATHUA,2013,6,13,NaN,20,FALSE,20,27,24,3,NaN,NaN,0,67,73,29,44,19,NaN,19,NaN,5,11,0,37,NaN,21,0,2,836,1178
Jammu & Kashmir,KISHTWAR,2013,5,13,NaN,12,FALSE,12,15,14,1,NaN,NaN,2,14,10,0,10,2,NaN,1,NaN,7,0,0,14,NaN,19,0,0,271,391
Jammu & Kashmir,KULGAM,2013,3,48,NaN,13,FALSE,13,61,60,1,NaN,NaN,18,31,47,7,40,102,NaN,11,NaN,9,74,0,136,NaN,0,0,26,336,941
Jammu & Kashmir,KUPWARA,2013,5,25,NaN,19,FALSE,19,54,51,3,NaN,NaN,2,29,76,1,NaN,144,NaN,17,NaN,11,2,0,47,NaN,10,0,NaN,315,NaN
Jammu & Kashmir,LEH,2013,0,1,NaN,2,FALSE,2,0,0,0,NaN,NaN,0,9,8,0,8,0,NaN,1,NaN,0,0,0,2,NaN,0,0,0,130,156
Jammu & Kashmir,POONCH,2013,7,18,NaN,20,FALSE,20,27,24,3,NaN,NaN,1,32,22,2,20,62,NaN,18,NaN,16,66,0,45,NaN,14,0,0,446,806
Jammu & Kashmir,PULWAMA,2013,8,8,NaN,10,FALSE,10,28,28,0,NaN,NaN,4,11,20,1,19,79,NaN,7,NaN,8,64,0,19,NaN,3,0,8,133,429
Jammu & Kashmir,RAILWAYS JAMMU,2013,1,1,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,2,0,2,0,NaN,0,NaN,1,0,0,1,NaN,0,0,0,14,20
Jammu & Kashmir,RAILWAYS KASHMIR,2013,0,0,NaN,NaN,FALSE,0,0,0,0,NaN,NaN,0,0,2,2,0,10,NaN,0,NaN,0,0,0,0,NaN,NaN,0,0,5,19
Jammu & Kashmir,RAILWAYS KATRA,2013,0,0,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,0,NaN,0,0,0,NaN,NaN,0,0,0,1,1
Jammu & Kashmir,RAJOURI,2013,11,30,NaN,30,FALSE,30,59,58,1,NaN,NaN,2,55,61,17,44,36,NaN,53,NaN,15,23,1,46,NaN,57,0,36,1274,1814
Jammu & Kashmir,RAMBAN,2013,6,15,NaN,13,FALSE,13,21,21,0,NaN,NaN,0,20,34,11,23,3,NaN,7,NaN,4,10,0,21,NaN,9,0,7,557,737
Jammu & Kashmir,REASI,2013,5,9,NaN,13,FALSE,13,19,17,2,NaN,NaN,0,24,27,4,23,24,NaN,7,NaN,3,10,0,5,NaN,14,0,0,528,704
Jammu & Kashmir,SAMBA,2013,5,23,NaN,5,FALSE,5,8,8,0,NaN,NaN,0,29,28,12,16,41,NaN,16,NaN,8,5,1,23,NaN,12,0,0,565,777
Jammu & Kashmir,SHOPIAN,2013,6,17,NaN,5,FALSE,5,17,17,0,NaN,NaN,3,13,81,2,79,46,NaN,7,NaN,6,0,0,27,NaN,2,0,7,142,387
Jammu & Kashmir,SOPORE,2013,13,24,NaN,15,FALSE,15,34,34,0,NaN,NaN,0,71,113,3,110,43,NaN,12,NaN,5,2,0,63,NaN,5,0,0,170,578
Jammu & Kashmir,SRINAGAR,2013,16,38,NaN,22,FALSE,22,90,86,4,NaN,NaN,30,232,333,206,127,115,NaN,97,NaN,25,16,0,266,NaN,72,0,59,1264,2792
Jammu & Kashmir,UDHAMPUR,2013,6,14,NaN,23,FALSE,23,14,13,1,NaN,NaN,0,43,54,12,42,10,NaN,16,NaN,2,3,0,27,NaN,22,0,4,888,NaN
Jammu & Kashmir,ZZ TOTAL,2013,150,510,NaN,378,FALSE,378,983,949,34,NaN,NaN,87,1387,1862,583,1279,1714,NaN,590,NaN,221,324,7,1389,NaN,428,0,370,14421,25390
Jharkhand,BOKARO,2013,47,7,NaN,58,FALSE,58,78,78,0,NaN,NaN,28,159,736,219,NaN,139,NaN,145,NaN,0,0,15,8,NaN,243,0,0,1759,3634
Jharkhand,CHAIBASA,2013,121,53,NaN,77,FALSE,77,27,27,0,NaN,NaN,18,7,186,37,149,22,NaN,53,NaN,4,123,0,36,NaN,NaN,0,NaN,164,1061
Jharkhand,CHATRA,2013,42,1,NaN,25,FALSE,25,29,25,4,NaN,NaN,14,30,114,32,82,53,NaN,26,NaN,6,25,10,16,NaN,19,0,95,536,1062
Jharkhand,DEOGHAR,2013,55,45,NaN,61,FALSE,61,67,5,62,NaN,NaN,16,102,306,109,197,257,NaN,138,NaN,5,421,24,65,NaN,252,0,85,370,2394
Jharkhand,DHANBAD,2013,68,27,NaN,65,FALSE,65,157,144,13,NaN,NaN,63,194,947,405,542,254,NaN,201,NaN,7,236,37,6,NaN,89,0,3,2245,4768
Jharkhand,DHANBAD RLY.,2013,10,0,NaN,0,FALSE,0,7,5,2,NaN,NaN,7,1,263,19,244,1,NaN,3,NaN,0,0,0,11,NaN,0,0,0,99,409
Jharkhand,DUMKA,2013,79,43,NaN,41,FALSE,41,38,26,12,NaN,NaN,14,60,226,60,166,107,NaN,49,NaN,23,298,10,15,NaN,73,0,112,605,1817
Jharkhand,GARHWA,2013,33,37,NaN,53,FALSE,53,31,28,3,NaN,NaN,41,42,40,38,2,164,NaN,126,NaN,60,722,30,33,NaN,125,0,58,1028,2688
Jharkhand,GIRIDIH,2013,53,104,NaN,53,FALSE,53,84,29,55,NaN,NaN,30,86,336,86,250,326,NaN,276,NaN,5,504,44,24,NaN,323,0,122,1965,4378
Jharkhand,GODDA,2013,65,0,NaN,44,FALSE,44,58,28,30,NaN,NaN,12,31,144,46,98,38,NaN,13,NaN,4,0,8,0,NaN,NaN,0,0,1366,1800
Jharkhand,GUMLA,2013,183,27,NaN,59,FALSE,59,39,34,5,NaN,NaN,23,14,86,26,60,16,NaN,14,NaN,13,198,1,15,NaN,17,0,89,123,929
Jharkhand,HAZARIBAGH,2013,77,28,NaN,63,FALSE,63,72,62,10,NaN,NaN,26,75,336,134,202,172,NaN,94,NaN,5,180,28,NaN,NaN,50,0,176,1255,2719
Jharkhand,JAMSHEDPUR,2013,103,30,NaN,NaN,FALSE,85,86,81,5,NaN,NaN,53,153,922,370,552,108,NaN,507,NaN,4,925,15,86,NaN,186,0,8,1278,4727
Jharkhand,JAMSHEDPUR RLY.,2013,7,0,NaN,3,FALSE,3,1,1,0,NaN,NaN,7,5,146,19,127,NaN,NaN,3,NaN,0,0,1,4,NaN,0,0,0,37,NaN
Jharkhand,JAMTARA,2013,20,11,NaN,32,FALSE,32,24,21,3,NaN,NaN,10,11,110,36,74,86,NaN,124,NaN,3,28,8,9,NaN,150,0,11,598,1255
Jharkhand,KHUNTI,2013,90,12,NaN,9,FALSE,9,16,7,9,NaN,NaN,13,5,34,14,20,38,NaN,12,NaN,2,35,0,8,NaN,8,0,43,53,382
